Exec_Order, ThreadId, elapsed_us, elapsed_uc, COMMIT_CYC, INSTRUCTIONS, CLOCK_CYC, L2_CACHE_MISS
385, 23839, 20, 76000, 3355, 6287, 47599, 691 
386, 23839, 1, 0, 349, 719, 3184, 1 
387, 23839, 0, 3800, 348, 719, 3245, 0 
388, 23839, 1, 3800, 350, 719, 3272, 0 
389, 23839, 10, 34200, 7060, 18755, 36729, 160 
390, 23839, 3, 7600, 408, 721, 13175, 101 
391, 23839, 9, 30400, 464, 943, 9876, 44 
392, 23839, 1, 3800, 351, 719, 3460, 4 
393, 23839, 11, 38000, 2199, 4306, 39200, 361 
394, 23839, 1, 3800, 345, 704, 2744, 3 
1, 23877, 2657, 10100400, 1025405, 2497030, 5201135, 25743 
395, 23839, 2, 11400, 404, 687, 8843, 87 
396, 23839, 1, 3800, 346, 704, 3126, 9 
1, 23878, 3097, 11764800, 1038205, 2520119, 5637308, 31909 
397, 23839, 14, 57000, 1297, 2173, 52320, 514 
398, 23839, 1, 3800, 344, 704, 3127, 7 
1, 23879, 2638, 10024400, 1017377, 2474997, 4968001, 25312 
399, 23839, 31, 117800, 4499, 9282, 84313, 750 
400, 23839, 0, 3800, 356, 721, 3161, 6 
401, 23839, 1, 0, 350, 721, 2996, 2 
402, 23839, 1, 3800, 351, 721, 3614, 4 
403, 23839, 30, 117800, 3370, 6287, 59478, 1401 
404, 23839, 1, 3800, 348, 719, 2792, 2 
405, 23839, 1, 0, 348, 719, 2687, 2 
406, 23839, 1, 3800, 349, 719, 2735, 1 
407, 23839, 6, 26600, 3005, 6884, 23369, 81 
408, 23839, 1, 3800, 348, 721, 2932, 4 
409, 23839, 1, 0, 349, 721, 2713, 1 
410, 23839, 1, 3800, 346, 721, 2919, 2 
411, 23839, 21, 76000, 3350, 6287, 44887, 674 
412, 23839, 1, 3800, 347, 719, 2657, 4 
413, 23839, 1, 3800, 345, 719, 2703, 0 
414, 23839, 1, 3800, 348, 719, 2755, 0 
415, 23839, 8, 34200, 7227, 19419, 32674, 126 
416, 23839, 0, 3800, 347, 721, 2946, 2 
417, 23839, 4, 15200, 456, 943, 5951, 12 
418, 23839, 1, 3800, 347, 719, 2604, 0 
419, 23839, 5, 19000, 1986, 4333, 18875, 67 
420, 23839, 1, 0, 345, 704, 2673, 1 
1, 23880, 2613, 9933200, 1024790, 2496359, 4920621, 24353 
421, 23839, 2, 7600, 405, 687, 8887, 92 
422, 23839, 1, 3800, 343, 704, 3882, 7 
1, 23881, 3229, 12270200, 1033752, 2516129, 6042414, 32871 
423, 23839, 16, 60800, 1266, 2073, 57190, 505 
424, 23839, 1, 3800, 337, 704, 3506, 6 
