Exec_Order, ThreadId, elapsed_us, elapsed_uc, COMMIT_CYC, INSTRUCTIONS, CLOCK_CYC, L2_CACHE_MISS
378, 12456, 7161, 27215600, 18428630, 39181136, 26424155, 392148 
379, 12456, 3, 7600, 790, 2027, 8715, 66 
380, 12456, 5, 19000, 488, 1008, 5709, 28 
381, 12456, 1, 3800, 356, 721, 2887, 3 
382, 12456, 3, 11400, 474, 1008, 4408, 2 
383, 12456, 1, 3800, 349, 721, 2679, 3 
384, 12456, 3, 11400, 473, 1008, 4509, 1 
385, 12456, 15, 53200, 2373, 4595, 29077, 293 
386, 12456, 8, 30400, 346, 705, 3901, 6 
1, 12514, 3382, 12851600, 1029152, 2494319, 5857588, 34210 
387, 12456, 2, 7600, 356, 639, 6778, 60 
388, 12456, 1, 3800, 341, 704, 3298, 9 
1, 12515, 3606, 13706600, 1021230, 2478673, 5530919, 32050 
389, 12456, 2, 7600, 355, 639, 7285, 74 
390, 12456, 1, 3800, 338, 704, 3156, 7 
1, 12516, 3544, 13463400, 1021300, 2478965, 5550056, 32055 
391, 12456, 2, 11400, 372, 719, 8702, 62 
392, 12456, 1, 3800, 339, 705, 2428, 5 
393, 12456, 1, 3800, 333, 705, 1968, 1 
394, 12456, 1, 3800, 325, 669, 3433, 19 
395, 12456, 7272, 27637400, 18216381, 39037909, 26704478, 392331 
396, 12456, 2, 7600, 430, 729, 10387, 81 
397, 12456, 7130, 27090200, 18434854, 39193314, 26317570, 392233 
398, 12456, 2, 3800, 400, 729, 6975, 41 
399, 12456, 7162, 27211800, 18427430, 39181249, 26435191, 392166 
400, 12456, 3, 11400, 807, 2027, 12406, 95 
401, 12456, 5, 22800, 483, 1008, 5936, 30 
402, 12456, 1, 3800, 355, 721, 3573, 5 
403, 12456, 4, 11400, 472, 1008, 4836, 4 
404, 12456, 1, 3800, 353, 721, 3365, 2 
